ds,sales,sale_1,sale_2,sale_3,promo_1,promo_2,promo_3,promo_4,fd
2016/5/7,"454,895",0,0,0,0,0,0,0,0
2016/5/8,"495,753",0,0,0,0,0,0,0,0
2016/5/9,"514,332",0,0,0,0,0,0,0,0
2016/5/10,"856,236",0,0,0,0,0,0,0,0
2016/5/11,"564,617",0,0,0,0,0,0,0,0
2016/5/12,"790,147",0,0,0,0,0,0,0,0
2016/5/13,"2,136,940",1,0,0,0,0,0,0,1
2016/5/14,"1,136,145",1,0,0,0,0,0,0,0
2016/5/15,"886,586",1,0,0,0,0,0,0,0
2016/5/16,"839,693",1,0,0,0,0,0,0,0
2016/5/17,"1,030,938",1,0,0,0,0,0,0,0
2016/5/18,"730,484",1,0,0,0,0,0,0,0
2016/5/19,"785,693",1,0,0,0,0,0,0,0
2016/5/20,"1,823,917",1,1,0,0,0,0,0,1
2016/5/21,"1,391,004",1,1,0,0,0,0,0,0
2016/5/22,"929,195",1,1,0,0,0,0,0,0
2016/5/23,"1,546,874",1,1,1,0,0,0,0,1
2016/5/24,"1,350,933",1,1,1,0,0,0,0,0
2016/5/25,"969,472",1,1,1,0,0,0,0,0
2016/5/26,"1,144,034",1,1,1,0,0,0,0,0
2016/5/27,"686,969",1,1,1,0,0,0,0,0
2016/5/28,"707,948",1,1,1,0,0,0,0,0
2016/5/29,"716,061",1,1,1,0,0,0,0,0
2016/5/30,"748,143",1,1,1,0,0,0,0,0
2016/5/31,"976,798",1,1,1,0,0,0,0,0
2016/6/1,"1,141,472",1,1,1,0,0,0,0,0
2016/6/2,"1,170,847",1,1,1,0,0,0,0,0
2016/6/3,"1,068,864",1,1,1,0,0,0,0,0
2016/6/4,"641,714",1,1,1,0,0,0,0,0
2016/6/5,"702,152",1,1,1,0,0,0,0,0
2016/6/6,"751,482",1,1,1,0,0,0,0,0
2016/6/7,"765,442",1,1,1,0,0,0,0,0
2016/6/8,"915,120",1,1,1,0,0,0,0,0
2016/6/9,"591,836",1,1,1,0,0,0,0,0
2016/6/10,"720,959",1,1,1,0,0,0,0,0
2016/6/11,"556,792",1,1,1,0,0,0,0,0
2016/6/12,"719,505",1,1,1,0,0,0,0,0
2016/6/13,"809,326",1,1,1,0,0,0,0,0
2016/6/14,"686,666",1,1,1,0,0,0,0,0
2016/6/15,"911,516",1,1,1,0,0,0,0,0
2016/6/16,"1,135,256",1,1,1,0,0,0,0,0
2016/6/17,"1,410,126",1,1,1,0,0,0,0,0
2016/6/18,"1,072,460",1,1,1,0,0,0,0,0
2016/6/19,"879,311",1,1,1,0,0,0,0,0
2016/6/20,"1,017,518",1,1,1,0,0,0,0,0
2016/6/21,"1,135,815",1,1,1,0,0,0,0,0
2016/6/22,"1,028,985",1,1,1,0,0,0,0,0
2016/6/23,"1,077,825",1,1,1,0,0,0,0,0
2016/6/24,"1,128,508",1,1,1,0,0,0,0,0
2016/6/25,"986,801",1,1,1,0,0,0,0,0
2016/6/26,"858,380",1,1,1,0,0,0,0,0
2016/6/27,"888,084",1,1,1,0,0,0,0,0
2016/6/28,"971,827",1,1,1,0,0,0,0,0
2016/6/29,"995,190",1,1,1,0,0,0,0,0
2016/6/30,"1,342,600",1,1,1,0,0,0,0,0
2016/7/1,"2,330,325",1,1,1,0,0,0,0,0
2016/7/2,"1,554,277",1,1,1,0,0,0,0,0
2016/7/3,"1,483,943",1,1,1,0,0,0,0,0
2016/7/4,"1,342,731",1,1,1,0,0,0,0,0
2016/7/5,"1,213,107",1,1,1,0,0,0,0,0
2016/7/6,"1,310,375",1,1,1,0,0,0,0,0
2016/7/7,"1,258,983",1,1,1,0,0,0,0,0
2016/7/8,"752,369",1,1,1,0,0,0,0,0
2016/7/9,"1,054,633",1,1,1,0,0,0,0,0
2016/7/10,"870,558",1,1,1,0,0,0,0,0
2016/7/11,"4,695,174",1,1,1,1,0,0,0,1
2016/7/12,"4,190,190",1,1,1,1,0,0,0,0
2016/7/13,"2,245,481",1,1,1,1,0,0,0,0
2016/7/14,"1,744,692",1,1,1,1,0,0,0,0
2016/7/15,"2,119,678",1,1,1,1,0,0,0,0
2016/7/16,"1,250,499",1,1,1,1,0,0,0,0
2016/7/17,"475,511",1,1,1,0,0,0,0,0
2016/7/18,"599,014",1,1,1,0,0,0,0,0
2016/7/19,"815,186",1,1,1,0,0,0,0,0
2016/7/20,"855,687",1,1,1,0,0,0,0,0
2016/7/21,"714,898",1,1,1,0,0,0,0,0
2016/7/22,"669,644",1,1,1,0,0,0,0,0
2016/7/23,"494,192",1,1,1,0,0,0,0,0
2016/7/24,"459,243",1,1,1,0,0,0,0,0
2016/7/25,"566,897",1,1,1,0,0,0,0,0
2016/7/26,"633,806",1,1,1,0,0,0,0,0
2016/7/27,"667,837",1,1,1,0,0,0,0,0
2016/7/28,"704,815",1,1,1,0,0,0,0,0
2016/7/29,"823,560",1,1,1,0,0,0,0,0
2016/7/30,"649,608",1,1,1,0,0,0,0,0
2016/7/31,"521,463",1,1,1,0,0,0,0,0
2016/8/1,"637,500",0,0,0,0,0,0,0,0
2016/8/2,"1,045,686",0,0,0,0,0,0,0,0
2016/8/3,"849,931",0,0,0,0,0,0,0,0
2016/8/4,"846,960",0,0,0,0,0,0,0,0
2016/8/5,"954,321",0,0,0,0,0,0,0,0
2016/8/6,"601,429",0,0,0,0,0,0,0,0
2016/8/7,"612,211",0,0,0,0,0,0,0,0
2016/8/8,"608,045",0,0,0,0,0,0,0,0
2016/8/9,"677,277",0,0,0,0,0,0,0,0
2016/8/10,"786,885",0,0,0,0,0,0,0,0
2016/8/11,"812,253",0,0,0,0,0,0,0,0
2016/8/12,"901,307",0,0,0,0,0,0,0,0
2016/8/13,"561,656",0,0,0,0,0,0,0,0
2016/8/14,"721,065",0,0,0,0,0,0,0,0
2016/8/15,"937,538",0,0,0,0,0,0,0,0
2016/8/16,"1,033,828",0,0,0,0,0,0,0,0
2016/8/17,"829,704",0,0,0,0,0,0,0,0
2016/8/18,"757,446",0,0,0,0,0,0,0,0
2016/8/19,"722,832",0,0,0,0,0,0,0,0
2016/8/20,"702,431",0,0,0,0,0,0,0,0
2016/8/21,"785,847",0,0,0,0,0,0,0,0
2016/8/22,"871,417",0,0,0,0,0,0,0,0
2016/8/23,"959,953",0,0,0,0,0,0,0,0
2016/8/24,"933,573",0,0,0,0,0,0,0,0
2016/8/25,"1,222,585",0,0,0,0,0,0,0,0
2016/8/26,"1,265,902",0,0,0,0,0,0,0,0
2016/8/27,"818,971",0,0,0,0,0,0,0,0
2016/8/28,"786,401",0,0,0,0,0,0,0,0
2016/8/29,"844,809",0,0,0,0,0,0,0,0
2016/8/30,"942,277",0,0,0,0,0,0,0,0
2016/8/31,"637,587",0,0,0,0,0,0,0,0
2016/9/1,"958,080",0,0,0,0,0,0,0,0
2016/9/2,"707,890",0,0,0,0,0,0,0,0
2016/9/3,"649,171",0,0,0,0,0,0,0,0
2016/9/4,"794,523",0,0,0,0,0,0,0,0
2016/9/5,"950,340",0,0,0,0,0,0,0,0
2016/9/6,"628,248",0,0,0,0,0,0,0,0
2016/9/7,"697,436",0,0,0,0,0,0,0,0
2016/9/8,"769,104",0,0,0,0,0,0,0,0
2016/9/9,"856,242",0,0,0,0,0,0,0,0
2016/9/10,"541,178",0,0,0,0,0,0,0,0
2016/9/11,"776,329",0,0,0,0,0,0,0,0
2016/9/12,"1,053,015",0,0,0,0,0,0,0,0
2016/9/13,"573,568",0,0,0,0,0,0,0,0
2016/9/14,"1,021,634",0,0,0,0,0,0,0,0
2016/9/15,"788,452",0,0,0,0,0,0,0,0
2016/9/16,"679,861",0,0,0,0,0,0,0,0
2016/9/17,"544,998",0,0,0,0,0,0,0,0
2016/9/18,"650,253",0,0,0,0,0,0,0,0
2016/9/19,"717,455",0,0,0,0,0,0,0,0
2016/9/20,"915,326",0,0,0,0,0,0,0,0
2016/9/21,"1,254,251",0,0,0,0,0,0,0,0
2016/9/22,"1,151,852",0,0,0,0,0,0,0,0
2016/9/23,"1,205,225",0,0,0,0,0,0,0,0
2016/9/24,"588,228",0,0,0,0,0,0,0,0
2016/9/25,"646,550",0,0,0,0,0,0,0,0
2016/9/26,"766,576",0,0,0,0,0,0,0,0
2016/9/27,"612,261",0,0,0,0,0,0,0,0
2016/9/28,"687,828",0,0,0,0,0,0,0,0
2016/9/29,"685,274",0,0,0,0,0,0,0,0
2016/9/30,"912,494",0,0,0,0,0,0,0,0
2016/10/1,"980,721",0,0,0,0,0,0,0,0
2016/10/2,"748,087",0,0,0,0,0,0,0,0
2016/10/3,"781,090",0,0,0,0,0,0,0,0
2016/10/4,"594,043",0,0,0,0,0,0,0,0
2016/10/5,"998,894",0,0,0,0,0,0,0,0
2016/10/6,"1,196,990",0,0,0,0,0,0,0,0
2016/10/7,"914,734",0,0,0,0,0,0,0,0
2016/10/8,"720,901",0,0,0,0,0,0,0,0
2016/10/9,"628,871",0,0,0,0,0,0,0,0
2016/10/10,"847,326",0,0,0,0,0,0,0,0
2016/10/11,"758,938",0,0,0,0,0,0,0,0
2016/10/12,"881,109",0,0,0,0,0,0,0,0
2016/10/13,"832,605",0,0,0,0,0,0,0,0
2016/10/14,"780,380",0,0,0,0,0,0,0,0
2016/10/15,"892,368",0,0,0,0,0,0,0,0
2016/10/16,"1,101,047",0,0,0,0,0,0,0,0
2016/10/17,"1,460,257",0,0,0,0,0,0,0,0
2016/10/18,"1,085,714",0,0,0,0,0,0,0,0
2016/10/19,"741,921",0,0,0,0,0,0,0,0
2016/10/20,"1,282,862",0,0,0,0,0,0,0,0
2016/10/21,"1,022,692",0,0,0,0,0,0,0,0
2016/10/22,"787,240",0,0,0,0,0,0,0,0
2016/10/23,"648,633",0,0,0,0,0,0,0,0
2016/10/24,"852,836",0,0,0,0,0,0,0,0
2016/10/25,"921,052",0,0,0,0,0,0,0,0
2016/10/26,"719,494",0,0,0,0,0,0,0,0
2016/10/27,"969,788",0,0,0,0,0,0,0,0
2016/10/28,"982,434",0,0,0,0,0,0,0,0
2016/10/29,"724,961",0,0,0,0,0,0,0,0
2016/10/30,"808,087",0,0,0,0,0,0,0,0
2016/10/31,"809,122",0,0,0,0,0,0,0,0
2016/11/1,"702,342",0,0,0,0,0,0,0,0
2016/11/2,"908,827",0,0,0,0,0,0,0,0
2016/11/3,"1,433,778",0,0,0,0,0,0,0,0
2016/11/4,"924,873",0,0,0,0,0,0,0,0
2016/11/5,"821,619",0,0,0,0,0,0,0,0
2016/11/6,"898,050",0,0,0,0,0,0,0,0
2016/11/7,"760,604",0,0,0,0,0,0,0,0
2016/11/8,"989,934",0,0,0,0,0,0,0,0
2016/11/9,"790,789",0,0,0,0,0,0,0,0
2016/11/10,"894,454",0,0,0,0,0,0,0,0
2016/11/11,"667,504",0,0,0,0,0,0,0,0
2016/11/12,"690,320",0,0,0,0,0,0,0,0
2016/11/13,"664,866",0,0,0,0,0,0,0,0
2016/11/14,"2,654,942",1,0,0,0,0,0,0,1
2016/11/15,"1,578,089",1,0,0,0,0,0,0,0
2016/11/16,"1,233,474",1,0,0,0,0,0,0,0
2016/11/17,"1,195,790",1,0,0,0,0,0,0,0
2016/11/18,"2,116,825",1,0,0,0,0,0,0,0
2016/11/19,"2,088,971",1,0,0,0,0,0,0,0
2016/11/20,"985,651",1,0,0,0,0,0,0,0
2016/11/21,"3,573,414",1,1,0,0,0,0,0,1
2016/11/22,"2,280,250",1,1,0,0,0,0,0,0
2016/11/23,"1,690,288",1,1,0,0,0,0,0,0
2016/11/24,"3,140,153",1,1,1,0,0,0,0,0
2016/11/25,"3,596,115",1,1,1,0,0,0,0,1
2016/11/26,"2,280,301",1,1,1,0,0,0,0,0
2016/11/27,"1,660,423",1,1,1,0,0,0,0,0
2016/11/28,"1,716,979",1,1,1,0,0,0,0,0
2016/11/29,"1,190,019",1,1,1,0,0,0,0,0
2016/11/30,"1,234,911",1,1,1,0,0,0,0,0
2016/12/1,"1,568,523",1,1,1,0,0,0,0,0
2016/12/2,"1,039,080",1,1,1,0,0,0,0,0
2016/12/3,"1,130,872",1,1,1,0,0,0,0,0
2016/12/4,"962,497",1,1,1,0,0,0,0,0
2016/12/5,"967,303",1,1,1,0,0,0,0,0
2016/12/6,"1,010,724",1,1,1,0,0,0,0,0
2016/12/7,"1,044,534",1,1,1,0,0,0,0,0
2016/12/8,"954,711",1,1,1,0,0,0,0,0
2016/12/9,"1,020,971",1,1,1,0,0,0,0,0
2016/12/10,"981,727",1,1,1,0,0,0,0,0
2016/12/11,"967,234",1,1,1,0,0,0,0,0
2016/12/12,"1,085,618",1,1,1,0,0,0,0,0
2016/12/13,"925,243",1,1,1,0,0,0,0,0
2016/12/14,"839,941",1,1,1,0,0,0,0,0
2016/12/15,"1,473,645",1,1,1,0,0,0,0,0
2016/12/16,"960,262",1,1,1,0,0,0,0,0
2016/12/17,"1,214,565",1,1,1,0,0,0,0,0
2016/12/18,"1,052,389",1,1,1,0,0,0,0,0
2016/12/19,"986,085",1,1,1,0,0,0,0,0
2016/12/20,"1,026,381",1,1,1,0,0,0,0,0
2016/12/21,"1,008,702",1,1,1,0,0,0,0,0
2016/12/22,"738,968",1,1,1,0,0,0,0,0
2016/12/23,"1,098,832",1,1,1,0,0,0,0,0
2016/12/24,"745,990",1,1,1,0,0,0,0,0
2016/12/25,"672,131",1,1,1,0,0,0,0,0
2016/12/26,"742,565",1,1,1,0,0,0,0,0
2016/12/27,"599,339",1,1,1,0,0,0,0,0
2016/12/28,"762,301",1,1,1,0,0,0,0,0
2016/12/29,"639,299",1,1,1,0,0,0,0,0
2016/12/30,"658,398",1,1,1,0,0,0,0,0
2016/12/31,"609,070",1,1,1,0,0,0,0,0
2017/1/1,"700,535",1,1,1,0,0,0,0,0
2017/1/2,"1,067,959",1,1,1,0,0,0,0,0
2017/1/3,"1,211,482",1,1,1,0,0,0,0,0
2017/1/4,"1,130,193",1,1,1,0,0,0,0,0
2017/1/5,"1,447,185",1,1,1,0,0,0,0,0
2017/1/6,"1,072,623",1,1,1,0,0,0,0,0
2017/1/7,"975,101",1,1,1,0,0,0,0,0
2017/1/8,"961,010",1,1,1,0,0,0,0,0
2017/1/9,"4,523,054",1,1,1,0,0,1,0,1
2017/1/10,"3,902,591",1,1,1,0,0,1,0,0
2017/1/11,"2,318,210",1,1,1,0,0,1,0,0
2017/1/12,"2,349,444",1,1,1,0,0,1,0,0
2017/1/13,"2,464,923",1,1,1,0,0,1,0,0
2017/1/14,"2,008,565",1,1,1,0,0,1,0,0
2017/1/15,"630,046",1,1,1,0,0,0,0,0
2017/1/16,"631,942",1,1,1,0,0,0,0,0
2017/1/17,"681,995",1,1,1,0,0,0,0,0
2017/1/18,"793,191",1,1,1,0,0,0,0,0
2017/1/19,"798,294",1,1,1,0,0,0,0,0
2017/1/20,"692,299",1,1,1,0,0,0,0,0
2017/1/21,"916,385",1,1,1,0,0,0,0,0
2017/1/22,"932,466",1,1,1,0,0,0,0,0
2017/1/23,"920,929",1,1,1,0,0,0,0,0
2017/1/24,"875,270",1,1,1,0,0,0,0,0
2017/1/25,"964,842",1,1,1,0,0,0,0,0
2017/1/26,"902,420",1,1,1,0,0,0,0,0
2017/1/27,"1,082,101",1,1,1,0,0,0,0,0
2017/1/28,"770,732",1,1,1,0,0,0,0,0
2017/1/29,"917,079",1,1,1,0,0,0,0,0
2017/1/30,"593,196",1,1,1,0,0,0,0,0
2017/1/31,"746,278",1,1,1,0,0,0,0,0
2017/2/1,"1,039,295",0,0,0,0,0,0,0,0
2017/2/2,"965,098",0,0,0,0,0,0,0,0
2017/2/3,"1,047,825",0,0,0,0,0,0,0,0
2017/2/4,"1,016,302",0,0,0,0,0,0,0,0
2017/2/5,"763,069",0,0,0,0,0,0,0,0
2017/2/6,"900,234",0,0,0,0,0,0,0,0
2017/2/7,"985,925",0,0,0,0,0,0,0,0
2017/2/8,"1,122,621",0,0,0,0,0,0,0,0
2017/2/9,"1,226,449",0,0,0,0,0,0,0,0
2017/2/10,"1,419,010",0,0,0,0,0,0,0,0
2017/2/11,"1,084,233",0,0,0,0,0,0,0,0
2017/2/12,"846,839",0,0,0,0,0,0,0,0
2017/2/13,"663,221",0,0,0,0,0,0,0,0
2017/2/14,"878,885",0,0,0,0,0,0,0,0
2017/2/15,"985,376",0,0,0,0,0,0,0,0
2017/2/16,"1,538,803",0,0,0,0,0,0,0,0
2017/2/17,"1,198,815",0,0,0,0,0,0,0,0
2017/2/18,"608,532",0,0,0,0,0,0,0,0
2017/2/19,"1,010,633",0,0,0,0,0,0,0,0
2017/2/20,"815,373",0,0,0,0,0,0,0,0
2017/2/21,"772,432",0,0,0,0,0,0,0,0
2017/2/22,"1,275,832",0,0,0,0,0,0,0,0
2017/2/23,"817,108",0,0,0,0,0,0,0,0
2017/2/24,"790,087",0,0,0,0,0,0,0,0
2017/2/25,"582,056",0,0,0,0,0,0,0,0
2017/2/26,"866,919",0,0,0,0,0,0,0,0
2017/2/27,"950,323",0,0,0,0,0,0,0,0
2017/2/28,"679,566",0,0,0,0,0,0,0,0
2017/3/1,"1,143,758",0,0,0,0,0,0,0,0
2017/3/2,"890,331",0,0,0,0,0,0,0,0
2017/3/3,"931,570",0,0,0,0,0,0,0,0
2017/3/4,"717,372",0,0,0,0,0,0,0,0
2017/3/5,"838,391",0,0,0,0,0,0,0,0
2017/3/6,"917,253",0,0,0,0,0,0,0,0
2017/3/7,"1,223,096",0,0,0,0,0,0,0,0
2017/3/8,"1,228,220",0,0,0,0,0,0,0,0
2017/3/9,"1,193,662",0,0,0,0,0,0,0,0
2017/3/10,"1,678,041",0,0,0,0,0,0,0,0
2017/3/11,"677,779",0,0,0,0,0,0,0,0
2017/3/12,"850,356",0,0,0,0,0,0,0,0
2017/3/13,"772,967",0,0,0,0,0,0,0,0
2017/3/14,"657,690",0,0,0,0,0,0,0,0
2017/3/15,"1,003,375",0,0,0,0,0,0,0,0
2017/3/16,"947,785",0,0,0,0,0,0,0,0
2017/3/17,"613,446",0,0,0,0,0,0,0,0
2017/3/18,"821,613",0,0,0,0,0,0,0,0
2017/3/19,"683,994",0,0,0,0,0,0,0,0
2017/3/20,"724,110",0,0,0,0,0,0,0,0
2017/3/21,"887,945",0,0,0,0,0,0,0,0
2017/3/22,"694,297",0,0,0,0,0,0,0,0
2017/3/23,"674,027",0,0,0,0,0,0,0,0
2017/3/24,"852,960",0,0,0,0,0,0,0,0
2017/3/25,"744,909",0,0,0,0,0,0,0,0
2017/3/26,"1,023,801",0,0,0,0,0,0,0,0
2017/3/27,"1,116,989",0,0,0,0,0,0,0,0
2017/3/28,"1,262,194",0,0,0,0,0,0,0,0
2017/3/29,"1,312,776",0,0,0,0,0,0,0,0
2017/3/30,"1,215,683",0,0,0,0,0,0,0,0
2017/3/31,"1,183,803",0,0,0,0,0,0,0,0
2017/4/1,"978,973",0,0,0,0,0,0,0,0
2017/4/2,"953,674",0,0,0,0,0,0,0,0
2017/4/3,"1,037,505",0,0,0,0,0,0,0,0
2017/4/4,"786,447",0,0,0,0,0,0,0,0
2017/4/5,"770,849",0,0,0,0,0,0,0,0
2017/4/6,"937,911",0,0,0,0,0,0,0,0
2017/4/7,"1,216,368",0,0,0,0,0,0,0,0
2017/4/8,"913,987",0,0,0,0,0,0,0,0
2017/4/9,"743,041",0,0,0,0,0,0,0,0
2017/4/10,"854,291",0,0,0,0,0,0,0,0
2017/4/11,"762,691",0,0,0,0,0,0,0,0
2017/4/12,"719,092",0,0,0,0,0,0,0,0
2017/4/13,"796,221",0,0,0,0,0,0,0,0
2017/4/14,"912,964",0,0,0,0,0,0,0,0
2017/4/15,"1,226,816",0,0,0,0,0,0,0,0
2017/4/16,"1,111,673",0,0,0,0,0,0,0,0
2017/4/17,"996,377",0,0,0,0,0,0,0,0
2017/4/18,"1,432,768",0,0,0,0,0,0,0,0
2017/4/19,"1,239,200",0,0,0,0,0,0,0,0
2017/4/20,"1,425,690",0,0,0,0,0,0,0,0
2017/4/21,"1,373,105",0,0,0,0,0,0,0,0
2017/4/22,"835,422",0,0,0,0,0,0,0,0
2017/4/23,"569,656",0,0,0,0,0,0,0,0
2017/4/24,"921,557",0,0,0,0,0,0,0,0
2017/4/25,"1,266,596",0,0,0,0,0,0,0,0
2017/4/26,"1,160,226",0,0,0,0,0,0,0,0
2017/4/27,"901,240",0,0,0,0,0,0,0,0
2017/4/28,"1,020,836",0,0,0,0,0,0,0,0
2017/4/29,"995,341",0,0,0,0,0,0,0,0
2017/4/30,"1,028,869",0,0,0,0,0,0,0,0
2017/5/1,"941,064",0,0,0,0,0,0,0,0
2017/5/2,"928,958",0,0,0,0,0,0,0,0
2017/5/3,"872,201",0,0,0,0,0,0,0,0
2017/5/4,"1,016,863",0,0,0,0,0,0,0,0
2017/5/5,"1,030,880",0,0,0,0,0,0,0,0
2017/5/6,"834,825",0,0,0,0,0,0,0,0
2017/5/7,"869,960",0,0,0,0,0,0,0,0
2017/5/8,"710,726",0,0,0,0,0,0,0,0
2017/5/9,"4,061,088",1,0,0,0,0,0,0,1
2017/5/10,"2,572,139",1,0,0,0,0,0,0,0
2017/5/11,"1,475,558",1,0,0,0,0,0,0,0
2017/5/12,"1,394,331",1,0,0,0,0,0,0,0
2017/5/13,"1,116,373",1,0,0,0,0,0,0,0
2017/5/14,"1,350,395",1,0,0,0,0,0,0,0
2017/5/15,"1,214,866",1,0,0,0,0,0,0,0
2017/5/16,"2,158,621",1,1,0,0,0,0,0,1
2017/5/17,"1,675,236",1,1,0,0,0,0,0,0
2017/5/18,"1,219,536",1,1,0,0,0,0,0,0
2017/5/19,"1,269,369",1,1,0,0,0,0,0,0
2017/5/20,"1,103,649",1,1,0,0,0,0,0,0
2017/5/21,"1,121,410",1,1,0,0,0,0,0,0
2017/5/22,"1,339,260",1,1,0,0,0,0,0,0
2017/5/23,"1,717,717",1,1,1,0,0,0,0,0
2017/5/24,"1,835,242",1,1,1,0,0,0,0,0
2017/5/25,"1,721,184",1,1,1,0,0,0,0,0
2017/5/26,"1,393,089",1,1,1,0,0,0,0,0
2017/5/27,"1,201,208",1,1,1,0,0,0,0,0
2017/5/28,"1,183,915",1,1,1,0,0,0,0,0
2017/5/29,"1,017,470",1,1,1,0,0,0,0,0
2017/5/30,"917,762",1,1,1,0,0,0,0,0
2017/5/31,"1,302,887",1,1,1,0,0,0,0,0
2017/6/1,"1,258,370",1,1,1,0,0,0,0,0
2017/6/2,"1,249,825",1,1,1,0,0,0,0,0
2017/6/3,"1,046,863",1,1,1,0,0,0,0,0
2017/6/4,"979,022",1,1,1,0,0,0,0,0
2017/6/5,"1,061,343",1,1,1,0,0,0,0,0
2017/6/6,"1,236,386",1,1,1,0,0,0,0,0
2017/6/7,"1,191,432",1,1,1,0,0,0,0,0
2017/6/8,"989,287",1,1,1,0,0,0,0,0
2017/6/9,"1,152,814",1,1,1,0,0,0,0,0
2017/6/10,"1,188,098",1,1,1,0,0,0,0,0
2017/6/11,"1,089,458",1,1,1,0,0,0,0,0
2017/6/12,"1,722,052",1,1,1,0,0,0,0,0
2017/6/13,"2,004,929",1,1,1,0,0,0,0,0
2017/6/14,"1,770,545",1,1,1,0,0,0,0,0
2017/6/15,"1,837,133",1,1,1,0,0,0,0,0
2017/6/16,"2,344,056",1,1,1,0,0,0,0,0
2017/6/17,"1,753,326",1,1,1,0,0,0,0,0
2017/6/18,"1,546,251",1,1,1,0,0,0,0,0
2017/6/19,"1,505,831",1,1,1,0,0,0,0,0
2017/6/20,"1,509,914",1,1,1,0,0,0,0,0
2017/6/21,"1,565,289",1,1,1,0,0,0,0,0
2017/6/22,"1,672,281",1,1,1,0,0,0,0,0
2017/6/23,"1,775,304",1,1,1,0,0,0,0,0
2017/6/24,"1,427,884",1,1,1,0,0,0,0,0
2017/6/25,"1,579,604",1,1,1,0,0,0,0,0
2017/6/26,"1,339,578",1,1,1,0,0,0,0,0
2017/6/27,"1,447,773",1,1,1,0,0,0,0,0
2017/6/28,"1,488,101",1,1,1,0,0,0,0,0
2017/6/29,"1,426,979",1,1,1,0,0,0,0,0
2017/6/30,"2,008,857",1,1,1,0,0,0,0,0
2017/7/1,"2,310,942",1,1,1,0,0,0,0,0
2017/7/2,"1,954,896",1,1,1,0,0,0,0,0
2017/7/3,"1,467,292",1,1,1,0,0,0,0,0
2017/7/4,"1,802,442",1,1,1,0,0,0,0,0
2017/7/5,"1,931,897",1,1,1,0,0,0,0,0
2017/7/6,"1,673,201",1,1,1,0,0,0,0,0
2017/7/7,"1,571,745",1,1,1,0,0,0,0,0
2017/7/8,"1,376,647",1,1,1,0,0,0,0,0
2017/7/9,"1,084,875",1,1,1,0,0,0,0,0
2017/7/10,"5,600,845",1,1,1,1,0,0,0,1
2017/7/11,"4,422,465",1,1,1,1,0,0,0,0
2017/7/12,"3,592,535",1,1,1,1,0,0,0,0
2017/7/13,"2,684,018",1,1,1,1,0,0,0,0
2017/7/14,"2,744,206",1,1,1,1,0,0,0,0
2017/7/15,"2,321,339",1,1,1,1,0,0,0,0
2017/7/16,"1,143,057",1,1,1,0,0,0,0,0
2017/7/17,"984,952",1,1,1,0,0,0,0,0
2017/7/18,"794,196",1,1,1,0,0,0,0,0
2017/7/19,"1,026,068",1,1,1,0,0,0,0,0
2017/7/20,"1,265,906",1,1,1,0,0,0,0,0
2017/7/21,"971,854",1,1,1,0,0,0,0,0
2017/7/22,"878,763",1,1,1,0,0,0,0,0
2017/7/23,"946,875",1,1,1,0,0,0,0,0
2017/7/24,"1,162,542",1,1,1,0,0,0,0,0
2017/7/25,"1,349,128",1,1,1,0,0,0,0,0
2017/7/26,"1,139,207",1,1,1,0,0,0,0,0
2017/7/27,"1,191,677",1,1,1,0,0,0,0,0
2017/7/28,"1,294,629",1,1,1,0,0,0,0,0
2017/7/29,"1,507,600",1,1,1,0,0,0,0,0
2017/7/30,"853,375",1,1,1,0,0,0,0,0
2017/7/31,"1,247,192",1,1,1,0,0,0,0,0
2017/8/1,"1,212,371",0,0,0,0,0,0,0,0
2017/8/2,"1,098,586",0,0,0,0,0,0,0,0
2017/8/3,"1,109,523",0,0,0,0,0,0,0,0
2017/8/4,"998,688",0,0,0,0,0,0,0,0
2017/8/5,"1,010,082",0,0,0,0,0,0,0,0
2017/8/6,"1,055,213",0,0,0,0,0,0,0,0
2017/8/7,"962,750",0,0,0,0,0,0,0,0
2017/8/8,"971,129",0,0,0,0,0,0,0,0
2017/8/9,"1,021,293",0,0,0,0,0,0,0,0
2017/8/10,"896,562",0,0,0,0,0,0,0,0
2017/8/11,"1,226,599",0,0,0,0,0,0,0,0
2017/8/12,"1,076,450",0,0,0,0,0,0,0,0
2017/8/13,"845,363",0,0,0,0,0,0,0,0
2017/8/14,"890,477",0,0,0,0,0,0,0,0
2017/8/15,"933,202",0,0,0,0,0,0,0,0
2017/8/16,"1,008,942",0,0,0,0,0,0,0,0
2017/8/17,"916,027",0,0,0,0,0,0,0,0
2017/8/18,"1,178,029",0,0,0,0,0,0,0,0
2017/8/19,"1,171,087",0,0,0,0,0,0,0,0
2017/8/20,"1,150,356",0,0,0,0,0,0,0,0
2017/8/21,"1,099,723",0,0,0,0,0,0,0,0
2017/8/22,"1,249,226",0,0,0,0,0,0,0,0
2017/8/23,"1,331,622",0,0,0,0,0,0,0,0
2017/8/24,"1,100,717",0,0,0,0,0,0,0,0
2017/8/25,"1,283,261",0,0,0,0,0,0,0,0
2017/8/26,"1,591,568",0,0,0,0,0,0,0,0
2017/8/27,"788,306",0,0,0,0,0,0,0,0
2017/8/28,"1,006,001",0,0,0,0,0,0,0,0
2017/8/29,"774,394",0,0,0,0,0,0,0,0
2017/8/30,"1,120,821",0,0,0,0,0,0,0,0
2017/8/31,"1,183,362",0,0,0,0,0,0,0,0
